,Year,Team,Revenue,Ticket,OI,Population,Income,Age,APG,Playoffs,CSF,CF,Finals,Championship,WP,MPC1,MPC2,MPC3,Followers,Franch_Val
0,2011,Atlanta Hawks,109.0,26.299999999999997,-15,5286728,38774,27.4,15649,1.0,1.0,0,0,0.0,0.5365853658536586,0.05717846667922377,0.109034834177749,0.056331708168910734,0.2,295
1,2012,Atlanta Hawks,123.0,24.972727272727273,-19,5286728,38774,27.9,15200,1.0,0.0,0,0,0.0,0.6060606060606061,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.35,270
2,2013,Atlanta Hawks,119.0,23.6,-4,5286728,38774,27.1,15126,1.0,0.0,0,0,0.0,0.5365853658536586,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.52,316
3,2014,Atlanta Hawks,133.0,22.9,15,5286728,38774,27.5,14231,1.0,0.0,0,0,0.0,0.4634146341463415,0.12758335976699714,0.24236861575412622,0.2144579628302167,1.2,425
4,2015,Atlanta Hawks,142.0,27.799999999999997,7,5286728,38774,27.8,17412,1.0,1.0,1,0,0.0,0.7317073170731707,0.05763736653393075,0.11057010835873729,0.06620289280041083,1.78,825
5,2016,Atlanta Hawks,169.0,28.299999999999997,20,5286728,38774,28.2,16833,1.0,1.0,0,0,0.0,0.5853658536585366,-0.009237508942893727,0.05172234679887952,0.003004143340046668,2.24,825
6,2017,Atlanta Hawks,209.0,27.5,22,5286728,38774,27.9,15959,1.0,0.0,0,0,0.0,0.524390243902439,0.029068057908863482,0.04214356241521919,0.0718239987128703,2.71,885
7,2018,Atlanta Hawks,215.0,29.5,42,5286728,38774,25.4,14409,0.0,0.0,0,0,0.0,0.2926829268292683,0.048031516581710475,0.1891652785347468,0.13442055146854662,2.79,"1,150"
8,2019,Atlanta Hawks,251.0,45.3,78,5286728,38774,25.1,15328,0.0,0.0,0,0,0.0,0.35365853658536583,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.81,"1,300"
9,2020,Atlanta Hawks,271.7014925373134,40.02089552238806,36,5286728,38774,24.1,16043,0.0,0.0,0,0,0.0,0.29850746268656714,0.04246447401477489,0.08456248595347404,0.2195706782866212,2.78,"1,520"
10,2021,Atlanta Hawks,226.63888888888889,1.765277777777778,37,6089815,58963,25.4,1647,1.0,1.0,1,0,0.0,0.5694444444444444,0.05226118940775785,0.2238339270240182,0.13698453247239445,2.89,"1,680"
11,2011,Boston Celtics,146.0,52.70000000000001,8,4552402,57975,29.5,18624,1.0,1.0,0,0,0.0,0.6829268292682927,0.05717846667922377,0.109034834177749,0.056331708168910734,6.85,452
12,2012,Boston Celtics,177.66666666666666,52.67878787878787,19,4552402,57975,29.3,18624,1.0,1.0,1,0,0.0,0.5909090909090909,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,7.48,482
13,2013,Boston Celtics,171.08641975308643,55.071604938271605,47,4552402,57975,29.1,18624,1.0,0.0,0,0,0.0,0.5061728395061729,0.0732726604319199,0.12031392688334543,0.10637135050134186,8.22,730
14,2014,Boston Celtics,173.0,54.20000000000001,55,4552402,57975,25.4,18107,0.0,0.0,0,0,0.0,0.3048780487804878,0.12758335976699714,0.24236861575412622,0.2144579628302167,10.05,875
15,2015,Boston Celtics,181.0,51.20000000000001,57,4552402,57975,25.0,17594,1.0,0.0,0,0,0.0,0.4878048780487805,0.05763736653393075,0.11057010835873729,0.06620289280041083,10.32,"1,700"
16,2016,Boston Celtics,200.0,49.4,65,4552402,57975,25.2,18270,1.0,0.0,0,0,0.0,0.5853658536585366,-0.009237508942893727,0.05172234679887952,0.003004143340046668,10.73,"2,100"
17,2017,Boston Celtics,257.0,64.7,85,4552402,57975,25.9,18553,1.0,1.0,1,0,0.0,0.6463414634146342,0.029068057908863482,0.04214356241521919,0.0718239987128703,11.5,"2,200"
18,2018,Boston Celtics,287.0,63.29999999999999,100,4552402,57975,24.7,18624,1.0,1.0,1,0,0.0,0.6707317073170732,0.048031516581710475,0.1891652785347468,0.13442055146854662,12.21,"2,500"
19,2019,Boston Celtics,304.0,72.5,88,4552402,57975,25.7,18624,1.0,1.0,0,0,0.0,0.5975609756097561,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,12.51,"2,800"
20,2020,Boston Celtics,312.05555555555554,73.00277777777778,86,4552402,57975,25.3,19090,1.0,1.0,1,0,0.0,0.6666666666666666,0.04246447401477489,0.08456248595347404,0.2195706782866212,12.37,"3,100"
21,2021,Boston Celtics,240.30555555555554,0.82,46,4941632,86239,25.1,835,1.0,0.0,0,0,0.0,0.5,0.05226118940775785,0.2238339270240182,0.13698453247239445,12.3,"3,550"
22,2011,Brooklyn Nets,89.0,23.3,-24,19567410,54270,24.8,13949,0.0,0.0,0,0,0.0,0.2926829268292683,0.05717846667922377,0.109034834177749,0.056331708168910734,0.2,312
23,2012,Brooklyn Nets,104.36363636363636,21.245454545454546,-17,19567410,54270,26.1,13961,0.0,0.0,0,0,0.0,0.3333333333333333,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.52,357
24,2013,Brooklyn Nets,190.0,39.5,-19,19567410,54270,28.6,17188,1.0,0.0,0,0,0.0,0.5975609756097561,0.0732726604319199,0.12031392688334543,0.10637135050134186,1.46,530
25,2014,Brooklyn Nets,212.0,42.4,-99,19567410,54270,30.0,17252,1.0,1.0,0,0,0.0,0.5365853658536586,0.12758335976699714,0.24236861575412622,0.2144579628302167,2.71,780
26,2015,Brooklyn Nets,220.0,46.1,-6,19567410,54270,28.6,17037,1.0,0.0,0,0,0.0,0.4634146341463415,0.05763736653393075,0.11057010835873729,0.06620289280041083,3.2,"1,500"
27,2016,Brooklyn Nets,223.0,40.9,16,19567410,54270,26.9,15125,0.0,0.0,0,0,0.0,0.25609756097560976,-0.009237508942893727,0.05172234679887952,0.003004143340046668,3.47,"1,700"
28,2017,Brooklyn Nets,273.0,47.5,52,19567410,54270,26.0,15429,0.0,0.0,0,0,0.0,0.24390243902439024,0.029068057908863482,0.04214356241521919,0.0718239987128703,3.61,"1,800"
29,2018,Brooklyn Nets,290.0,48.5,53,19567410,54270,25.1,15376,0.0,0.0,0,0,0.0,0.34146341463414637,0.048031516581710475,0.1891652785347468,0.13442055146854662,3.68,"2,300"
30,2019,Brooklyn Nets,304.0,55.099999999999994,42,19567410,54270,25.4,14941,1.0,0.0,0,0,0.0,0.5121951219512195,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,3.7,"2,350"
31,2020,Brooklyn Nets,318.8888888888889,59.791666666666664,44,19567410,54270,26.3,16403,1.0,0.0,0,0,0.0,0.4861111111111111,0.04246447401477489,0.08456248595347404,0.2195706782866212,3.82,"2,500"
32,2021,Brooklyn Nets,241.44444444444446,1.6513888888888888,-80,20140470,78727,28.2,847,1.0,1.0,0,0,0.0,0.6666666666666666,0.05226118940775785,0.2238339270240182,0.13698453247239445,4.37,"3,200"
33,2011,Charlotte Hornets,101.0,19.5,-26,2217012,38952,26.9,15846,0.0,0.0,0,0,0.0,0.4146341463414634,0.05717846667922377,0.109034834177749,0.056331708168910734,0.1,281
34,2012,Charlotte Hornets,115.54545454545455,17.51818181818182,-13,2217012,38952,24.5,14757,0.0,0.0,0,0,0.0,0.10606060606060606,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.2,277
35,2013,Charlotte Hornets,115.0,18.2,7,2217012,38952,24.4,15324,0.0,0.0,0,0,0.0,0.25609756097560976,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.35,315
36,2014,Charlotte Hornets,130.0,18.5,1,2217012,38952,25.5,15519,1.0,0.0,0,0,0.0,0.524390243902439,0.12758335976699714,0.24236861575412622,0.2144579628302167,1.19,410
37,2015,Charlotte Hornets,142.0,21.9,4,2217012,38952,26.0,17192,0.0,0.0,0,0,0.0,0.4024390243902439,0.05763736653393075,0.11057010835873729,0.06620289280041083,1.82,725
38,2016,Charlotte Hornets,158.0,22.2,9,2217012,38952,26.0,17485,1.0,0.0,0,0,0.0,0.5853658536585366,-0.009237508942893727,0.05172234679887952,0.003004143340046668,2.31,750
39,2017,Charlotte Hornets,202.0,23.5,21,2217012,38952,26.5,17333,0.0,0.0,0,0,0.0,0.43902439024390244,0.029068057908863482,0.04214356241521919,0.0718239987128703,2.54,780
40,2018,Charlotte Hornets,213.0,24.8,22,2217012,38952,26.6,16376,0.0,0.0,0,0,0.0,0.43902439024390244,0.048031516581710475,0.1891652785347468,0.13442055146854662,2.62,"1,050"
41,2019,Charlotte Hornets,240.0,23.7,39,2217012,38952,26.6,16502,0.0,0.0,0,0,0.0,0.47560975609756095,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.69,"1,250"
42,2020,Charlotte Hornets,271.2307692307692,21.698461538461537,36,2217012,38952,24.3,15428,0.0,0.0,0,0,0.0,0.35384615384615387,0.04246447401477489,0.08456248595347404,0.2195706782866212,2.68,"1,500"
43,2021,Charlotte Hornets,208.41666666666666,0.5694444444444444,34,2660329,57713,24.6,1896,0.0,0.0,0,0,0.0,0.4583333333333333,0.05226118940775785,0.2238339270240182,0.13698453247239445,2.71,"1,575"
44,2011,Chicago Bulls,185.0,59.0,59,9461105,44488,26.4,21792,1.0,1.0,1,0,0.0,0.7560975609756098,0.05717846667922377,0.109034834177749,0.056331708168910734,6.2,511
45,2012,Chicago Bulls,201.27272727272728,61.74848484848485,34,9461105,44488,27.1,22161,1.0,0.0,0,0,0.0,0.7575757575757576,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,7.51,600
46,2013,Chicago Bulls,195.0,64.6,52,9461105,44488,28.0,21877,1.0,1.0,0,0,0.0,0.5487804878048781,0.0732726604319199,0.12031392688334543,0.10637135050134186,10.08,800
47,2014,Chicago Bulls,201.0,69.5,65,9461105,44488,28.6,21716,1.0,0.0,0,0,0.0,0.5853658536585366,0.12758335976699714,0.24236861575412622,0.2144579628302167,17.69,"1,000"
48,2015,Chicago Bulls,228.0,71.8,68,9461105,44488,28.8,21625,1.0,1.0,0,0,0.0,0.6097560975609756,0.05763736653393075,0.11057010835873729,0.06620289280041083,20.28,"2,000"
49,2016,Chicago Bulls,232.0,73.4,46,9461105,44488,27.6,21821,0.0,0.0,0,0,0.0,0.5121951219512195,-0.009237508942893727,0.05172234679887952,0.003004143340046668,21.62,"2,300"
50,2017,Chicago Bulls,281.0,72.9,95,9461105,44488,26.9,21680,1.0,0.0,0,0,0.0,0.5,0.029068057908863482,0.04214356241521919,0.0718239987128703,22.75,"2,500"
51,2018,Chicago Bulls,287.0,69.9,114,9461105,44488,24.4,20776,0.0,0.0,0,0,0.0,0.32926829268292684,0.048031516581710475,0.1891652785347468,0.13442055146854662,22.44,"2,600"
52,2019,Chicago Bulls,301.0,70.0,103,9461105,44488,24.0,20085,0.0,0.0,0,0,0.0,0.2682926829268293,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,21.84,"2,900"
53,2020,Chicago Bulls,378.46153846153845,80.6123076923077,115,9461105,44488,24.4,18804,0.0,0.0,0,0,0.0,0.3384615384615385,0.04246447401477489,0.08456248595347404,0.2195706782866212,21.49,"3,200"
54,2021,Chicago Bulls,242.58333333333334,0.0,39,9618502,66474,25.6,379,0.0,0.0,0,0,0.0,0.4305555555555556,0.05226118940775785,0.2238339270240182,0.13698453247239445,21.3,"3,650"
55,2011,Cleveland Cavaliers,149.0,42.9,33,2077240,39906,26.6,20112,0.0,0.0,0,0,0.0,0.23170731707317074,0.05717846667922377,0.109034834177749,0.056331708168910734,0.92,355
56,2012,Cleveland Cavaliers,159.03030303030303,32.054545454545455,19,2077240,39906,26.0,15927,0.0,0.0,0,0,0.0,0.3181818181818182,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,1.03,329
57,2013,Cleveland Cavaliers,145.0,31.200000000000003,11,2077240,39906,24.1,16192,0.0,0.0,0,0,0.0,0.2926829268292683,0.0732726604319199,0.12031392688334543,0.10637135050134186,1.24,434
58,2014,Cleveland Cavaliers,149.0,30.600000000000005,21,2077240,39906,24.9,17330,0.0,0.0,0,0,0.0,0.4024390243902439,0.12758335976699714,0.24236861575412622,0.2144579628302167,2.61,515
59,2015,Cleveland Cavaliers,191.0,37.9,25,2077240,39906,26.9,20562,1.0,1.0,1,1,0.0,0.6463414634146342,0.05763736653393075,0.11057010835873729,0.06620289280041083,5.22,915
60,2016,Cleveland Cavaliers,233.0,40.5,-40,2077240,39906,28.1,20562,1.0,1.0,1,1,1.0,0.6951219512195121,-0.009237508942893727,0.05172234679887952,0.003004143340046668,8.6,"1,100"
61,2017,Cleveland Cavaliers,280.0,48.1,-6,2077240,39906,29.2,20562,1.0,1.0,1,1,0.0,0.6219512195121951,0.029068057908863482,0.04214356241521919,0.0718239987128703,11.5,"1,200"
62,2018,Cleveland Cavaliers,302.0,50.599999999999994,-13,2077240,39906,30.6,20562,1.0,1.0,1,1,0.0,0.6097560975609756,0.048031516581710475,0.1891652785347468,0.13442055146854662,11.84,"1,325"
63,2019,Cleveland Cavaliers,300.0,67.4,39,2077240,39906,25.2,19350,0.0,0.0,0,0,0.0,0.23170731707317074,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,11.89,"1,275"
64,2020,Cleveland Cavaliers,339.3538461538462,59.04,46,2077240,39906,25.0,17861,0.0,0.0,0,0,0.0,0.2923076923076923,0.04246447401477489,0.08456248595347404,0.2195706782866212,11.55,"1,510"
65,2021,Cleveland Cavaliers,240.30555555555554,4.339166666666667,11,2088251,58215,24.0,2541,0.0,0.0,0,0,0.0,0.3055555555555556,0.05226118940775785,0.2238339270240182,0.13698453247239445,11.34,"1,650"
66,2011,Dallas Mavericks,166.0,42.9,-4,6426214,41799,30.9,20102,1.0,1.0,1,1,1.0,0.6951219512195121,0.05717846667922377,0.109034834177749,0.056331708168910734,2.33,438
67,2012,Dallas Mavericks,170.21212121212122,40.875757575757575,13,6426214,41799,31.3,20335,1.0,0.0,0,0,0.0,0.5454545454545454,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,2.59,497
68,2013,Dallas Mavericks,162.0,42.7,38,6426214,41799,29.5,20036,0.0,0.0,0,0,0.0,0.5,0.0732726604319199,0.12031392688334543,0.10637135050134186,2.94,685
69,2014,Dallas Mavericks,168.0,42.5,30,6426214,41799,30.6,19951,1.0,0.0,0,0,0.0,0.5975609756097561,0.12758335976699714,0.24236861575412622,0.2144579628302167,4.26,765
70,2015,Dallas Mavericks,177.0,43.0,24,6426214,41799,29.9,20188,1.0,0.0,0,0,0.0,0.6097560975609756,0.05763736653393075,0.11057010835873729,0.06620289280041083,5.03,"1,150"
71,2016,Dallas Mavericks,194.0,43.0,43,6426214,41799,30.3,20144,1.0,0.0,0,0,0.0,0.5121951219512195,-0.009237508942893727,0.05172234679887952,0.003004143340046668,5.5,"1,400"
72,2017,Dallas Mavericks,233.0,42.2,21,6426214,41799,27.6,19789,0.0,0.0,0,0,0.0,0.4024390243902439,0.029068057908863482,0.04214356241521919,0.0718239987128703,5.89,"1,450"
73,2018,Dallas Mavericks,287.0,43.0,99,6426214,41799,27.7,19792,0.0,0.0,0,0,0.0,0.2926829268292683,0.048031516581710475,0.1891652785347468,0.13442055146854662,6.0,"1,900"
74,2019,Dallas Mavericks,307.0,57.400000000000006,105,6426214,41799,26.9,20014,0.0,0.0,0,0,0.0,0.4024390243902439,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,5.97,"2,250"
75,2020,Dallas Mavericks,322.53333333333336,60.46133333333333,84,6426214,41799,26.1,20062,1.0,0.0,0,0,0.0,0.5733333333333334,0.04246447401477489,0.08456248595347404,0.2195706782866212,6.07,"2,400"
76,2021,Dallas Mavericks,263.0833333333333,3.2116666666666664,55,7637387,61824,26.3,2635,1.0,0.0,0,0,0.0,0.5833333333333334,0.05226118940775785,0.2238339270240182,0.13698453247239445,6.22,"2,700"
77,2011,Denver Nuggets,113.0,32.6,-1,2543482,43699,27.3,16989,1.0,0.0,0,0,0.0,0.6097560975609756,0.05717846667922377,0.109034834177749,0.056331708168910734,0.64,316
78,2012,Denver Nuggets,136.66666666666666,32.8,12,2543482,43699,26.6,17029,1.0,0.0,0,0,0.0,0.5757575757575758,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.97,316
79,2013,Denver Nuggets,124.0,37.3,8,2543482,43699,26.1,17820,1.0,0.0,0,0,0.0,0.6951219512195121,0.0732726604319199,0.12031392688334543,0.10637135050134186,1.26,427
80,2014,Denver Nuggets,136.0,34.6,14,2543482,43699,26.0,16900,0.0,0.0,0,0,0.0,0.43902439024390244,0.12758335976699714,0.24236861575412622,0.2144579628302167,1.99,495
81,2015,Denver Nuggets,140.0,30.100000000000005,26,2543482,43699,26.4,14700,0.0,0.0,0,0,0.0,0.36585365853658536,0.05763736653393075,0.11057010835873729,0.06620289280041083,2.24,855
82,2016,Denver Nuggets,157.0,28.299999999999997,21,2543482,43699,24.7,14095,0.0,0.0,0,0,0.0,0.4024390243902439,-0.009237508942893727,0.05172234679887952,0.003004143340046668,2.48,855
83,2017,Denver Nuggets,202.0,29.700000000000003,49,2543482,43699,25.2,14672,0.0,0.0,0,0,0.0,0.4878048780487805,0.029068057908863482,0.04214356241521919,0.0718239987128703,2.66,890
84,2018,Denver Nuggets,222.0,36.6,47,2543482,43699,25.1,17141,0.0,0.0,0,0,0.0,0.5609756097560976,0.048031516581710475,0.1891652785347468,0.13442055146854662,2.75,"1,125"
85,2019,Denver Nuggets,252.0,41.6,52,2543482,43699,24.9,18450,1.0,1.0,0,0,0.0,0.6585365853658537,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.92,"1,375"
86,2020,Denver Nuggets,244.87671232876713,41.224657534246575,27,2543482,43699,25.6,19186,1.0,1.0,1,0,0.0,0.6301369863013698,0.04246447401477489,0.08456248595347404,0.2195706782866212,2.98,"1,600"
87,2021,Denver Nuggets,210.69444444444446,0.7288888888888889,15,2963821,71728,26.1,1516,1.0,1.0,0,0,0.0,0.6527777777777778,0.05226118940775785,0.2238339270240182,0.13698453247239445,3.14,"1,725"
88,2011,Detroit Pistons,141.0,28.0,10,4296250,38356,27.2,16660,0.0,0.0,0,0,0.0,0.36585365853658536,0.05717846667922377,0.109034834177749,0.056331708168910734,0.45,360
89,2012,Detroit Pistons,155.3030303030303,24.227272727272727,8,4296250,38356,26.3,14413,0.0,0.0,0,0,0.0,0.3787878787878788,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.54,332
90,2013,Detroit Pistons,139.0,24.2,10,4296250,38356,25.3,14685,0.0,0.0,0,0,0.0,0.35365853658536583,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.71,400
91,2014,Detroit Pistons,144.0,24.6,18,4296250,38356,24.7,15025,0.0,0.0,0,0,0.0,0.35365853658536583,0.12758335976699714,0.24236861575412622,0.2144579628302167,1.51,450
92,2015,Detroit Pistons,154.0,24.4,16,4296250,38356,25.9,15266,0.0,0.0,0,0,0.0,0.3902439024390244,0.05763736653393075,0.11057010835873729,0.06620289280041083,1.9,810
93,2016,Detroit Pistons,172.0,21.7,22,4296250,38356,25.0,16516,1.0,0.0,0,0,0.0,0.5365853658536586,-0.009237508942893727,0.05172234679887952,0.003004143340046668,2.42,850
94,2017,Detroit Pistons,221.0,45.2,22,4296250,38356,25.4,15979,0.0,0.0,0,0,0.0,0.45121951219512196,0.029068057908863482,0.04214356241521919,0.0718239987128703,2.62,900
95,2018,Detroit Pistons,235.0,35.7,52,4296250,38356,25.9,17413,0.0,0.0,0,0,0.0,0.47560975609756095,0.048031516581710475,0.1891652785347468,0.13442055146854662,2.71,"1,100"
96,2019,Detroit Pistons,255.0,35.8,52,4296250,38356,26.9,16487,1.0,0.0,0,0,0.0,0.5,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,2.7,"1,270"
97,2020,Detroit Pistons,282.030303030303,34.78787878787879,45,4296250,38356,25.9,15294,0.0,0.0,0,0,0.0,0.30303030303030304,0.04246447401477489,0.08456248595347404,0.2195706782866212,2.98,"1,450"
98,2021,Detroit Pistons,218.66666666666666,0.3302777777777777,43,4392041,57755,24.5,396,0.0,0.0,0,0,0.0,0.2777777777777778,0.05226118940775785,0.2238339270240182,0.13698453247239445,3.0,"1,580"
99,2011,Golden State Warriors,139.0,26.100000000000005,22,4335391,60653,25.2,18693,0.0,0.0,0,0,0.0,0.43902439024390244,0.05717846667922377,0.109034834177749,0.056331708168910734,0.28,363
100,2012,Golden State Warriors,157.78787878787878,26.339393939393936,29,4335391,60653,25.3,18858,0.0,0.0,0,0,0.0,0.3484848484848485,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.47,450
101,2013,Golden State Warriors,160.0,28.600000000000005,43,4335391,60653,25.3,19374,1.0,1.0,0,0,0.0,0.573170731707317,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.79,555
102,2014,Golden State Warriors,168.0,35.4,45,4335391,60653,26.3,19596,1.0,0.0,0,0,0.0,0.6219512195121951,0.12758335976699714,0.24236861575412622,0.2144579628302167,2.9,750
103,2015,Golden State Warriors,201.0,41.8,58,4335391,60653,26.6,19596,1.0,1.0,1,1,1.0,0.8170731707317073,0.05763736653393075,0.11057010835873729,0.06620289280041083,5.58,"1,300"
104,2016,Golden State Warriors,305.0,64.3,74,4335391,60653,27.4,19596,1.0,1.0,1,1,0.0,0.8902439024390244,-0.009237508942893727,0.05172234679887952,0.003004143340046668,11.54,"1,900"
105,2017,Golden State Warriors,359.0,77.9,120,4335391,60653,28.2,19596,1.0,1.0,1,1,1.0,0.8170731707317073,0.029068057908863482,0.04214356241521919,0.0718239987128703,15.73,"2,600"
106,2018,Golden State Warriors,401.0,92.4,103,4335391,60653,28.8,19596,1.0,1.0,1,1,1.0,0.7073170731707317,0.048031516581710475,0.1891652785347468,0.13442055146854662,16.72,"3,100"
107,2019,Golden State Warriors,440.0,100.40000000000002,109,4335391,60653,28.4,19596,1.0,1.0,1,1,0.0,0.6951219512195121,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,18.02,"3,500"
108,2020,Golden State Warriors,597.9692307692308,116.1876923076923,200,4335391,60653,24.4,18064,0.0,0.0,0,0,0.0,0.23076923076923078,0.04246447401477489,0.08456248595347404,0.2195706782866212,17.99,"4,300"
109,2021,Golden State Warriors,293.8333333333333,0.0,-44,4749008,110342,26.7,929,,0.0,0,0,0.0,0.5416666666666666,0.05226118940775785,0.2238339270240182,0.13698453247239445,18.32,"5,600"
110,2011,Houston Rockets,150.0,33.2,18,5920416,45792,26.5,16191,0.0,0.0,0,0,0.0,0.524390243902439,0.05717846667922377,0.109034834177749,0.056331708168910734,0.35,443
111,2012,Houston Rockets,167.72727272727272,30.812121212121212,27,5920416,45792,26.2,15363,0.0,0.0,0,0,0.0,0.5151515151515151,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.68,453
112,2013,Houston Rockets,191.0,31.399999999999995,64,5920416,45792,24.4,16672,1.0,0.0,0,0,0.0,0.5487804878048781,0.0732726604319199,0.12031392688334543,0.10637135050134186,1.02,568
113,2014,Houston Rockets,175.0,42.4,38,5920416,45792,25.4,18124,1.0,0.0,0,0,0.0,0.6585365853658537,0.12758335976699714,0.24236861575412622,0.2144579628302167,2.94,775
114,2015,Houston Rockets,237.0,49.3,75,5920416,45792,27.6,18230,1.0,1.0,1,0,0.0,0.6829268292682927,0.05763736653393075,0.11057010835873729,0.06620289280041083,4.07,"1,250"
115,2016,Houston Rockets,244.0,49.4,63,5920416,45792,27.8,17982,1.0,0.0,0,0,0.0,0.5,-0.009237508942893727,0.05172234679887952,0.003004143340046668,4.95,"1,500"
116,2017,Houston Rockets,296.0,47.3,95,5920416,45792,27.4,16973,1.0,1.0,0,0,0.0,0.6707317073170732,0.029068057908863482,0.04214356241521919,0.0718239987128703,5.86,"1,650"
117,2018,Houston Rockets,326.0,51.599999999999994,103,5920416,45792,29.8,17871,1.0,1.0,1,0,0.0,0.7926829268292683,0.048031516581710475,0.1891652785347468,0.13442055146854662,6.36,"2,200"
118,2019,Houston Rockets,348.0,66.6,110,5920416,45792,29.2,18058,1.0,1.0,0,0,0.0,0.6463414634146342,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,15.46,"2,300"
119,2020,Houston Rockets,350.77777777777777,64.575,94,5920416,45792,29.2,18077,1.0,1.0,0,0,0.0,0.6111111111111112,0.04246447401477489,0.08456248595347404,0.2195706782866212,17.97,"2,475"
120,2021,Houston Rockets,253.97222222222223,8.860555555555557,33,7122240,61133,26.5,3250,0.0,0.0,0,0,0.0,0.2361111111111111,0.05226118940775785,0.2238339270240182,0.13698453247239445,18.71,"2,750"
121,2011,Indiana Pacers,101.0,17.2,-11,1887877,41668,25.9,13538,1.0,0.0,0,0,0.0,0.45121951219512196,0.05717846667922377,0.109034834177749,0.056331708168910734,0.18,269
122,2012,Indiana Pacers,121.75757575757575,18.015151515151516,11,1887877,41668,26.3,14169,1.0,1.0,0,0,0.0,0.6363636363636364,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.3,283
123,2013,Indiana Pacers,122.49382716049382,20.246913580246915,12,1887877,41668,25.7,15270,1.0,1.0,1,0,0.0,0.6049382716049383,0.0732726604319199,0.12031392688334543,0.10637135050134186,0.59,383
124,2014,Indiana Pacers,139.0,23.0,25,1887877,41668,27.2,17501,1.0,1.0,1,0,0.0,0.6829268292682927,0.12758335976699714,0.24236861575412622,0.2144579628302167,2.98,475
125,2015,Indiana Pacers,138.0,22.8,19,1887877,41668,28.3,16864,0.0,0.0,0,0,0.0,0.4634146341463415,0.05763736653393075,0.11057010835873729,0.06620289280041083,3.62,830
126,2016,Indiana Pacers,157.0,26.899999999999995,24,1887877,41668,26.9,16847,1.0,0.0,0,0,0.0,0.5487804878048781,-0.009237508942893727,0.05172234679887952,0.003004143340046668,4.09,840
127,2017,Indiana Pacers,205.0,27.399999999999995,29,1887877,41668,27.0,16697,1.0,0.0,0,0,0.0,0.5121951219512195,0.029068057908863482,0.04214356241521919,0.0718239987128703,4.33,880
128,2018,Indiana Pacers,222.0,26.299999999999997,50,1887877,41668,26.2,16052,1.0,0.0,0,0,0.0,0.5853658536585366,0.048031516581710475,0.1891652785347468,0.13442055146854662,4.43,"1,175"
129,2019,Indiana Pacers,243.0,34.5,55,1887877,41668,27.0,16812,1.0,0.0,0,0,0.0,0.5853658536585366,-0.0039565732931468875,0.07510871954646547,0.024492225389362896,4.45,"1,400"
130,2020,Indiana Pacers,243.75342465753425,33.92328767123288,39,1887877,41668,25.6,16531,1.0,0.0,0,0,0.0,0.6164383561643836,0.04246447401477489,0.08456248595347404,0.2195706782866212,4.38,"1,525"
131,2021,Indiana Pacers,203.86111111111111,0.0,4,2111040,61155,26.5,0,0.0,0.0,0,0,0.0,0.4722222222222222,0.05226118940775785,0.2238339270240182,0.13698453247239445,4.43,"1,670"
132,2011,Los Angeles Clippers,108.0,36.4,9,12828837,44500,24.6,17743,0.0,0.0,0,0,0.0,0.3902439024390244,0.05717846667922377,0.109034834177749,0.056331708168910734,0.32,305
133,2012,Los Angeles Clippers,134.1818181818182,40.25454545454545,9,12828837,44500,27.3,19219,1.0,1.0,0,0,0.0,0.6060606060606061,-0.011728829518795131,0.07019475887075398,-0.002525449428903297,0.68,324
134,2013,Los Angeles Clippers,128.0,49.7,15,12828837,44500,28.8,19227,1.0,0.0,0,0,0.0,0.6829268292682927,0.0732726604319199,0.12031392688334543,0.10637135050134186,1.23,430
135,2014,Los Angeles Clippers,146.0,55.099999999999994,20,12828837,44500,28.1,19212,1.0,1.0,0,0,0.0,0.6951219512195121,0.12758335976699714,0.24236861575412622,0.2144579628302167,3.34,575
136,2015,Los Angeles Clippers,176.0,64.4,21,12828837,44500,28.8,19168,1.0,1.0,0,0,0.0,0.6829268292682927,0.05763736653393075,0.11057010835873729,0.06620289280041083,4.14,"1,600"
